node_id,true_label,hdbscan_label,stable_pruned_label,pca_x,pca_y
0,3,-1,-1,0.10019034147262573,0.27049922943115234
1,4,-1,-1,-0.3179752826690674,0.010997071862220764
2,4,-1,-1,-0.3414783477783203,-0.0028973743319511414
3,0,-1,-1,0.12074011564254761,0.028317376971244812
4,3,-1,-1,0.26118630170822144,-0.2518318295478821
5,2,-1,-1,0.3174232840538025,-0.24738603830337524
6,0,-1,-1,-0.17356431484222412,-0.05189506709575653
7,3,-1,-1,0.458670049905777,0.3316565752029419
8,3,-1,-1,-0.3639591932296753,0.14405100047588348
9,2,0,1,0.4771052896976471,-0.16012431681156158
10,0,-1,-1,-0.052506089210510254,0.428754985332489
11,0,1,0,0.1568322777748108,-0.050998538732528687
12,4,-1,-1,0.6666556596755981,0.005808025598526001
13,3,1,0,0.09314143657684326,0.1548604965209961
14,3,-1,-1,-0.1378777027130127,-0.10539762675762177
15,3,-1,-1,-0.23376047611236572,0.19376954436302185
16,2,-1,-1,0.3697431683540344,-0.5850033760070801
17,3,-1,-1,0.19549328088760376,0.2359485924243927
18,1,-1,-1,0.2520747780799866,0.25318455696105957
19,3,-1,-1,-0.18524909019470215,-0.23807662725448608
20,5,-1,-1,0.015002071857452393,0.030722063034772873
21,3,-1,-1,0.094479501247406,0.16884580254554749
22,4,-1,-1,-0.3300207853317261,-0.060046061873435974
23,6,-1,-1,0.14674699306488037,0.07863114774227142
24,3,-1,-1,-0.32289576530456543,0.29803112149238586
25,3,-1,-1,0.08233118057250977,0.16166231036186218
26,6,-1,-1,-0.4406050443649292,-0.23676753044128418
27,3,-1,-1,-0.2211226224899292,0.36531513929367065
28,2,-1,-1,0.4291000962257385,-0.2554643154144287
29,4,-1,-1,0.29571932554244995,-0.13096340000629425
30,3,-1,-1,-0.14068102836608887,-0.1603870987892151
31,6,-1,-1,-0.1780226230621338,0.47667548060417175
32,0,1,0,0.042482852935791016,0.02135889232158661
33,4,-1,-1,-0.5285558700561523,0.1651526689529419
34,2,0,1,0.431668221950531,-0.22406676411628723
35,0,-1,-1,0.009911715984344482,0.1592877209186554
36,1,-1,-1,-0.10776829719543457,0.4483351707458496
37,5,-1,-1,-0.033682286739349365,-0.055268436670303345
38,4,-1,-1,0.22175651788711548,0.0747423842549324
39,4,-1,-1,-0.4603804349899292,0.035620447248220444
40,3,-1,-1,-0.32643771171569824,-0.38664448261260986
41,6,1,0,0.16421198844909668,0.04818755015730858
42,6,-1,-1,0.1457400918006897,-0.16605669260025024
43,4,-1,-1,-0.492142915725708,-0.2460162341594696
44,3,-1,-1,-0.5973330736160278,-0.11689664423465729
45,3,-1,-1,-0.3315880298614502,-0.06515556573867798
46,2,0,1,0.4960833787918091,-0.25124886631965637
47,5,-1,-1,-0.07501381635665894,-0.07929226756095886
48,3,-1,-1,-0.7782390117645264,-0.32632845640182495
49,4,-1,-1,0.03535151481628418,-0.08584082126617432
50,5,-1,-1,0.3565600514411926,-0.025088883936405182
51,3,-1,-1,-0.26647281646728516,-0.033927008509635925
52,0,-1,-1,0.17073297500610352,0.047889288514852524
53,2,0,1,0.2661999464035034,-0.3008158206939697
54,1,-1,-1,0.4613425135612488,0.15903183817863464
55,4,-1,-1,-0.5748522281646729,-0.25898516178131104
56,6,-1,-1,0.3168814778327942,-0.13003544509410858
57,3,-1,-1,0.17134970426559448,-0.10288968682289124
58,2,0,1,0.5765894651412964,-0.13956397771835327
59,2,-1,-1,-0.17305076122283936,-0.6269296407699585
60,0,1,0,0.043415367603302,-0.05720902979373932
61,0,-1,-1,-0.173264741897583,-0.1135215014219284
62,0,-1,-1,0.028190135955810547,0.013825371861457825
63,4,-1,-1,-0.5128567218780518,-0.14788849651813507
64,2,-1,-1,0.2065415382385254,-0.574435830116272
65,0,-1,-1,-0.542481541633606,-0.13290680944919586
66,4,-1,-1,0.29551756381988525,-0.3108955919742584
67,5,-1,-1,-0.14780211448669434,0.07622252404689789
68,2,-1,-1,0.268838107585907,-0.08438162505626678
69,6,1,0,-0.17682695388793945,-0.0237882062792778
70,5,-1,-1,0.2818141579627991,-0.15881063044071198
71,2,-1,-1,-0.003442227840423584,-0.11946454644203186
72,2,0,1,0.38809967041015625,-0.18216842412948608
73,2,-1,-1,0.12155848741531372,-0.2385110855102539
74,0,-1,-1,-0.3900490999221802,-0.13267920911312103
75,4,-1,-1,-0.011859536170959473,-0.35352519154548645
76,5,1,0,0.11813801527023315,-0.059897974133491516
77,6,-1,-1,0.05538111925125122,0.08698054403066635
78,4,-1,-1,-0.260248064994812,-0.0440123975276947
79,0,-1,-1,0.13917750120162964,0.16872462630271912
80,0,-1,-1,0.07019311189651489,0.004330821335315704
81,0,-1,-1,-0.18693673610687256,-0.11101558804512024
82,4,-1,-1,0.25353294610977173,0.0630597323179245
83,2,-1,-1,0.20063352584838867,-0.16907387971878052
84,4,-1,-1,0.08408612012863159,-0.3000774085521698
85,1,-1,-1,-0.05899500846862793,0.17718008160591125
86,4,1,0,-0.06351280212402344,0.0006355270743370056
87,6,-1,-1,0.17419224977493286,-0.15511244535446167
88,0,-1,-1,-1.2175910472869873,-0.16653704643249512
89,4,-1,-1,-1.3143343925476074,-0.5315797328948975
90,2,0,1,0.24635934829711914,-0.2346487045288086
91,4,-1,-1,-0.38804709911346436,0.05560069903731346
92,6,-1,-1,-0.4893535375595093,-0.17253342270851135
93,6,1,0,0.006529271602630615,-0.06453439593315125
94,0,-1,-1,-1.2397541999816895,-0.39498865604400635
95,0,-1,-1,-0.9674650430679321,-0.10454021394252777
96,6,-1,-1,0.13147664070129395,-0.13727036118507385
97,5,-1,-1,0.08954554796218872,0.17480215430259705
98,0,-1,-1,0.1869279146194458,-0.054742783308029175
99,6,-1,-1,-0.612403392791748,-0.2868618071079254
100,0,1,0,0.10032522678375244,0.0029272660613059998
101,2,-1,-1,0.05087774991989136,-0.09678925573825836
102,1,1,0,0.00820094347000122,0.32202255725860596
103,1,-1,-1,0.18327844142913818,0.21011129021644592
104,1,-1,-1,0.012755751609802246,0.43132463097572327
105,2,-1,-1,0.18965309858322144,-0.559596061706543
106,6,-1,-1,0.08189249038696289,-0.11948718130588531
107,5,-1,-1,-0.2476208209991455,-0.12677988409996033
108,6,-1,-1,-0.23792803287506104,0.07883423566818237
109,1,-1,-1,-0.7130234241485596,0.5101099014282227
110,2,-1,-1,-0.09854745864868164,-0.3676505386829376
111,2,-1,-1,0.07060319185256958,-0.5214519500732422
112,1,1,0,0.3146873712539673,0.2378082573413849
113,5,-1,-1,0.08965367078781128,0.005333743989467621
114,5,-1,-1,0.3103768229484558,0.4963037669658661
115,5,1,0,0.23578476905822754,-0.016462408006191254
116,6,-1,-1,-0.16803240776062012,0.0206577330827713
117,5,-1,-1,-0.1220163106918335,0.5710417032241821
118,6,-1,-1,-0.509648323059082,0.09818148612976074
119,5,-1,-1,-0.25853800773620605,0.035840459167957306
120,5,1,0,-0.031021296977996826,0.003947153687477112
121,1,-1,-1,-0.38204526901245117,0.15881632268428802
122,6,-1,-1,-0.33584558963775635,-0.18218457698822021
123,6,-1,-1,-0.37620389461517334,-0.25701504945755005
124,1,-1,-1,-0.06620746850967407,0.17907464504241943
125,5,-1,-1,-0.10303425788879395,0.2946546971797943
126,1,-1,-1,0.17601168155670166,0.3792554438114166
127,6,-1,-1,-0.26296842098236084,-0.16474470496177673
128,5,-1,-1,-0.048070311546325684,-0.08792488276958466
129,5,-1,-1,0.04433917999267578,0.006227388978004456
130,5,-1,-1,-0.045223891735076904,0.047742005437612534
131,1,-1,-1,0.49936777353286743,0.05330562964081764
132,5,-1,-1,-0.30530333518981934,0.18546819686889648
133,1,1,0,0.010463833808898926,0.333584725856781
134,1,-1,-1,0.08790457248687744,0.36933034658432007
